0,1,match
american civil liberties union of northern california,american jewish cmte,0
pfizer inc,american jewis congress st louis region,0
consumer federation of america,american federation of tv & radio artists,0
service employees international union,american federation of labor & c,0
national organization for women foundation inc,american federation of gov emp,0
national marine manufacturers association,"american ethicare, inc",0
national gay and lesbian task force,american ethicare,0
sheet metal workers international association,american association of university professors,0
hoffmann-la roche inc,american jewish cmte,0
jpmorgan chase bank na,american medical womens assn,0
northwest grocery association,anti defamation league,0
national council of senior citizens,anti defamation league,0
united electrical,national coalition of 100 black women,0
agua caliente band of cahuilla indians,family planning associates of maine,0
boat people sos,family planning association of me,0
service employees international union,family planning association of maine inc,0
national association of mutual insurance companies,feminist majority foundation,0
american federation of state county and municipal employees,copy girls inc,0
defenders of wildlife,lutherans concerned,0
howard jarvis taxpayers association,national association for the advancement of colored people,0
amalgamated transit union,nba,0
national bar association,national gay & lesbian task force,0
california cable television association,national gay and lesbian task force inc,0
american civil liberties union of san diego and imperial counties,national gay & lesbian task force foundation,0
jpmorgan chase bank na,national gay & lesbian task force action fund,0
coca-cola enterprises inc,national gay & lesbian task force policy institute,0
young womens christian association of the united states of america,national institute for,0
pfizer inc,natl organization for women,0
jpmorgan chase bank na,national organization for women,0
jpmorgan chase bank na,national organization for wome,0
american federation of teachers,national org for women,0
general electric co,national orgfor women,0
american association of retired persons,national organization for womennow,0
prairie island indian community,people for the america way foundation,0
american society of anesthesiologists,people for the american way foundation,0
national education association,people for the american way,0
hoffmann-la roche inc,planned parenthood,0
manufacturers hanover trust co,"planned parenthood,",0
jpmorgan chase bank na,planned parenthood federation of america,0
eastern associated coal corp,planned parent hood,0
national association of chain drug stores,planned parenthood federation of america ppfa,0
girls incorporated,southern christian leadership,0
california rifle and pistol association,ywca of the usa,0
jpmorgan chase bank na,young womens christian assoc,0
american jewish committee,young womens christian assoc,0
sacramento county deputy sheriffs association,ywca of the usa,0
pfizer inc,ywc corporation,0
american federation of state county and municipal employees,nw grocery association,0
shapiro haber and urmy llp,international unit of operating engineers,0
american bankers association,lumbermans association of texas,0
northwest grocery association,b f goodrich company,0
jpmorgan chase bank na,telecommunications industry assoc,0
national council of senior citizens,boat people sos inc,0
campaign for tobacco-free kids,california association of hospitals & health systems,0
jpmorgan chase bank na,eastern associated coal,0
columbia river fishermen's protective union,national assoc of insurance broker,0
american hotel and lodging association,knights of columbus 12055,0
jpmorgan chase bank na,aetna insurance co,0
qualcomm inc,operating engineers local no 3,0
jpmorgan chase bank na,pfzer inc,0
standard insurance company,"texas association of builders,",0
consumer healthcare products association,abbott laboratories,0
investment company institute,the augusta chronicle,0
amalgamated transit union,american civil liberties union aclu san diego & imperial counties,0
jpmorgan chase bank na,american civil liberties union aclu san diego & imperial counties,0
association of oregon counties,"the pepsi bottling group, inc",0
att services inc,qual comm inc,0
planned parenthood federation of america inc,"united artists theatre circuit, inc",0
california rifle and pistol association,american occupational therapy association aota,0
american federation of state county and municipal employees,vietnam veterns of america,0
jpmorgan chase bank na,tunica biloxi indian tribe of louisiana,0
american consulting engineers council,liberty mutual group inc,0
texas association of builders,columbia river fishermens protective union,0
national conference of firemen and oilers,granite constuction,0
national association of letter carriers,sacramento county deputy sheriff s assoc,0
anheuser-busch co inc,manufacturers hanover corp,0
jpmorgan chase bank na,prarie island indian community,0
jpmorgan chase bank na,"coca cola enterprises inc,",0
jpmorgan chase bank na,california rifle & pistol association,0
national association of theater owners,salt river valley water users assn pic,0
planned parenthood federation of america inc,agua caliente band of cahilla indians,0
united artists theater circuit inc,"am federation of state, county & municipal employees",0
national association of broadcasters inc,national stone sand & gravel association,0
winstar communications inc,howard jarvis taxpayer assoication,0
jpmorgan chase bank na,pifizer inc,0
san francisco aids foundation,"american federation of state county & municipal employees pac,",0
association of american publishers,naral pro-choice oreogn,0
jpmorgan chase bank na,amalga transit union,0
national education association,virginia manufactures assoc,0
brady center to prevent gun violence,duquesne light co,0
california psychiatric association,black women organized for pol action,0
americans united for separation of church and state,public affairs cons,0
national gay and lesbian task force,campaign for tobacco free kids,0
tunica-biloxi tribe of louisiana,cosmetic toiletry & fragrance assn,0
cadwalader wickersham  taft,national association of independent insurance,0
tunica-biloxi tribe of louisiana,roadway express,0
jpmorgan chase bank na,appalachian power comm,0
public affairs council,agua claiente band of cahuilla indians,0
boat people sos,california cable telecommunications association,0
aetna life insurance co,at&t services inc,0
duquesne light company,standard insurance co,0
appalachian power co,hoffman-la roche inc,0
jpmorgan chase bank na,national conference of fireman & oilers,0
family planning association of maine,national council of senior cit inc,0
international brotherhood of electrical workers,association of oregon faculties,0
jpmorgan chase bank na,spirit of freedom republican women,0
jpmorgan chase bank na,dell computers corp,0
jpmorgan chase bank na,winstar communications llc,0
reed elsevier inc,national resturant association,0
institute of scrap recycling industries,american consulting engineers coun,0
pepsi bottling group inc,new york medical college,0
national education association,william morris agency inc,0
aphilip randolph institute,national marine manufacturers assoc,0
winstar communications inc,p a l national association of letter carriers,0
jpmorgan chase bank na,amer college of emerg physicians,0
american federation of state county and municipal employees,board of trade of city of chicago,0
young womens christian association of the united states of america,massachusetts gay & lesbian political cmte,0
jpmorgan chase bank na,service employees intnl union,0
california bankers association,"american federation of state county and municipal employees,",0
american federation of labor and congress of industrial organizations,american federation of state county & muni empl,0
abbott laboratories inc,ca psychiatric association,0
king  spalding,sheet metal workers international assoc pal,0
cvs pharmacy inc,national assn of mutual insurance companies,0
service employees international union,amalgamated transit union loca,0
planned parenthood federation of america inc,the san francisco aids foundation,0
jpmorgan chase bank na,cadwalader wickershan & taft llp,0
national association of social workers,national association of chairug stores,0
national association of broadcasters inc,reed elsevire inc,0
planned parenthood federation of america inc,petroleum marketers association of america,0
coca-cola enterprises inc,home builders assoc of south carolina,0
american psychiatric association,american family association,0
people for the american way fo undation,"american federation of state, county, & municipal employees scc",0
operating engineers union local no 3,grocery manufacturers assn,0
american federation of television and radio artists american federation of labor and congress of industrial organizations,united states automobile association usaa,0
telecommunications industry association,shapiro haber & urmy llp,0
jpmorgan chase bank na,a philip randolph inistitute,0
american college of emergency physicians,gibson dunn and crutcher llp,0
motion picture association of america,alaska native health board inc,0
jpmorgan chase bank na,american college of radiology radpac,0
national association of chain drug stores,united teachers of los angeles,0
national marine manufacturers association,united parcel services-pac,0
american occupational therapy association,cvs pharmacy,0
texas instruments inc,anneuser busch cos inc,0
brady center to prevent gun violence,mcgraw hill companies,0
att services inc,"america s health insurance plans pac,",0
jpmorgan chase bank na,international brotherhood of electical workers,0
aetna life insurance co,bristol myers squibb comapny,0
national electrical manufacturers association,wolf popper ross wolf & jones,0
jpmorgan chase bank na,"king & spalding,",0
jpmorgan chase bank na,service employees internationa,0
grocery manufacturers association,national association chainug sto,0
ei dupont de nemours and co,california bankers assoc,0
american jewish committee,a aleman & associates,0
feminist majority,california teachers assoc,0
bristol-myers squibb company,institute scrap recycling industries inc,0
texas instruments inc,consumer healthcare products assocation,0
jpmorgan chase bank na,pride international llc,0
qualcomm inc,"csx transporation, inc",0
national organization for the reform of marijuana laws,national assoc of chain drugstores inc,0
american civil liberties union foundation of southern california,cadwalader wickersham & taft llp,0
maine education association,natl automatic merchandising assoc,0
appalachian power co,texas instrument,0
vietnam veterans of america,brady camapign to prevent gun violence,0
spirit of freedom republican womens club,nw grocery association,0
georgia-pacific co,international unit of operating engineers,0
national association of homebuilders,lumbermans association of texas,0
council of state governments,b f goodrich company,0
coalition of 100 black women,telecommunications industry assoc,0
jpmorgan chase bank na,boat people sos inc,0
american federation of state county and municipal employees,california association of hospitals & health systems,0
national conference of firemen and oilers,eastern associated coal,0
liberty mutual group,national assoc of insurance broker,0
national association of independent insurers,knights of columbus 12055,0
american federation of teachers,operating engineers local no 3,0
texas association of builders,pfzer inc,0
council of state governments,"texas association of builders,",0
agua caliente band of cahuilla indians,abbott laboratories,0
jpmorgan chase bank na,the augusta chronicle,0
pepsi bottling group inc,american civil liberties union aclu san diego & imperial counties,0
young womens christian association of the united states of america,american civil liberties union aclu san diego & imperial counties,0
national restaurant association,"the pepsi bottling group, inc",0
gibson dunn  crutcher,qual comm inc,0
motion picture association of america,"united artists theatre circuit, inc",0
investment company institute,american occupational therapy association aota,0
operating engineers union local no 3,vietnam veterns of america,0
associated general contractors of america,liberty mutual group inc,0
people for the american way fo undation,columbia river fishermens protective union,0
jpmorgan chase bank na,granite constuction,0
california medical association,sacramento county deputy sheriff s assoc,0
american consulting engineers council,manufacturers hanover corp,0
united states automotive association,prarie island indian community,0
anti-defamation league,california rifle & pistol association,0
motion picture association of america,salt river valley water users assn pic,0
jpmorgan chase bank na,agua caliente band of cahilla indians,0
national association of social workers,"am federation of state, county & municipal employees",0
family planning association of maine,national stone sand & gravel association,0
lumbermens association of texas,howard jarvis taxpayer assoication,0
international council of shopping centers,"american federation of state county & municipal employees pac,",0
national association of independent insurers,naral pro-choice oreogn,0
agua caliente band of cahuilla indians,amalga transit union,0
jpmorgan chase bank na,virginia manufactures assoc,0
jpmorgan chase bank na,duquesne light co,0
american federation of state county and municipal employees,black women organized for pol action,0
california association of hospitals and health systems,public affairs cons,0
abbott laboratories inc,campaign for tobacco free kids,0
american civil liberties union foundation of san diego and imperial counties,cosmetic toiletry & fragrance assn,0
service employees international union,national association of independent insurance,0
american association of nurse anesthetists,roadway express,0
national institute for women of color,appalachian power comm,0
jpmorgan chase bank na,agua claiente band of cahuilla indians,0
manufacturers hanover trust co,california cable telecommunications association,0
american telephone and telegraph,at&t services inc,0
jpmorgan chase bank na,standard insurance co,0
jpmorgan chase bank na,hoffman-la roche inc,0
recording industry association of america,national conference of fireman & oilers,0
jpmorgan chase bank na,national council of senior cit inc,0
american ethical union,association of oregon faculties,0
jpmorgan chase bank na,american federation of state county & municipal employees aflci,0
new york med college,spirit of freedom republican women,0
national association of letter carriers,dell computers corp,0
georgia real estate investors association inc,national resturant association,0
american federation of state county and municipal employees,american consulting engineers coun,0
screen actors guild,new york medical college,0
jpmorgan chase bank na,william morris agency inc,0
massachusetts gay and lesbian political caucus,national marine manufacturers assoc,0
jpmorgan chase bank na,p a l national association of letter carriers,0
international union of operating engineers,amer college of emerg physicians,0
pride international inc,board of trade of city of chicago,0
jpmorgan chase bank na,massachusetts gay & lesbian political cmte,0
dell computer corp,service employees intnl union,0
national association for the advancement of colored people legal defense and educational fund inc,"american federation of state county and municipal employees,",0
jpmorgan chase bank na,american federation of state county & muni empl,0
eastern associated coal corp,ca psychiatric association,0
national association of broadcasters inc,sheet metal workers international assoc pal,0
manufactured housing communities of arizona ,national assn of mutual insurance companies,0
augusta chronicle,amalgamated transit union loca,0
naral pro choice oregon,the san francisco aids foundation,0
illinois society for clinical social work,cadwalader wickershan & taft llp,0
roadway express inc,national association of chairug stores,0
board of trade of the city of chicago,reed elsevire inc,0
american land title association,texas instrument,0
united artists theater circuit inc,brady camapign to prevent gun violence,0
wolf popper ross wolf and jones,nevada association of realtors,0
jpmorgan chase bank na,american federation of state county & municipal employees afl ci,0
americas health insurance plans,ohio real estate investors association,0
home builders association of south carolina,omaha education association,0
jpmorgan chase bank na,omaha education association,0
jpmorgan chase bank na,illinois beef assocation pec,0
jpmorgan chase bank na,wa land title association,0
national association of manufacturers,california society for clinical social work,0
friends of the earth,lv association of builders,0
policemen's benevolent association local 167,georgia pacific corp,0
new york med college,manufactured housing communities of arizona,0
american association of school administrators,american federation teachers 2121,0
family planning association of maine,service employees international union workers,0
national association of chain drug stores,va society of anesthesioogists,0
alaska native health board,policemens benevolent association local 197,0
american civil liberties union of pennsylvania,horsemens benevolent protective association,0
national stone sand and gravel association,colorado association of nurse anesthetists,0
black women organized for political action,american federation of teachers - cope,0
planned parenthood federation of america inc,save our salmon,0
investment company institute,texas association of school administrators,0
national organization for women foundation inc,communications workers of americacwa cope,0
national association of social workers,jp morgan chase - pac,0
associated general contractors of america,jp morgan pac,0
american consulting engineers council,jp morgan chase & co state & fed pac,0
pfizer inc,"pac, jp morgan chase & co",0
service employees international union,jp morgan chase & co,0
family planning association of maine,jp morgan chase,0
national marine manufacturers association,jp morgan services inc,0
american jewish committee,jp morgan chase & company,0
vietnam veterans of america,j p morgan chase & co. fund for good government texas,0
campaign for tobacco-free kids,jp morgan fleming asset mangement usa inc,0
national association of insurance brokers,"jp morgan chase, pac",0
motion picture association of america,jp morgan chase & co state & federal pac,0
national council of senior citizens,chase bank,0
recording industry association of america,banc one political action committee,0
council of state governments,jp morgan chase & co state & federal political act,0
pfizer inc,jp morgan fleming asset management usa inc,0
national association of manufacturers,"jpmorgan chase & co, pac",0
national association of social workers,jp morgan futures inc,0
massachusetts gay and lesbian political caucus,jp morgan partners llc,0
johnson and johnson,jp morgan & chase pac,0
mcgrawhill companies inc,morgan companies political action comittee,0
manufacturers hanover trust co,jp morgan fleming asset management holdings inc,0
public affairs council,jp morgan chase & comp,0
csx transportation inc,jp morgan chase & co state & fedl pac,0
monsanto co,jp morgan chase & co political action committee,0
abbott laboratories inc,jp morgan chase & copac,0
american civil liberties union of illinois,"jp morgan partners, llc",0
investment company institute,jp morgan & company pac,0
national association of letter carriers,jp morgan chase & co - pac,0
screen actors guild,"jp morgan chase & co, state & federal pac",0
eastern associated coal corp,jp morgan chase & co pac,0
national gay and lesbian task force,jp morgan chace & co pac,0
ei dupont de nemours and co,jp morgan chase & costate & federal pac,0
family planning association of maine,jp morgan - chase co pac,0
council of state governments,jp morgan chase & company pac,0
american hotel and lodging association,jp morgan chase national corp services inc,0
national association of social workers,jp morgan chase co state & federal pac,0
sacramento county deputy sheriffs association,jpmorgan chase & co state amd federal,0
american civil liberties union of san diego and imperial counties,jp morgan & co pac,0
qualcomm inc,j p morgan chase & co,0
national association of realtors,jp morgan morgan gaurantee trust,0
spirit of freedom republican womens club,jp morgan chase pac c00003830,0
american civil liberties union,jpmorgan chase &co pac,0
spirit of freedom republican womens club,jp morgan partners,0
board of trade of the city of chicago,"jp morgan chase & co, statefederal pac",0
national association of social workers,jp morgan business credit corp,0
american association of university professors,jp morgan chase & co pac colo,0
dell computer corp,jp morgan state & federal pac,0
national association of chain drug stores,jp morgan chase state & federal pac,0
hoffmann-la roche inc,jp morgan chase & co federal pa,0
service employees international union,jpmorgan chase co state & federal pac,0
national education association,jp morgan & co,0
securities industries association,j p morgan chase & co statefederal pac,0
national electrical manufacturers association,jp morgan h & q,0
american federation of state county and municipal employees,jp morgana chase & co pac,0
international council of shopping centers,jpmorgan chase bank,0
hoffmann-la roche inc,jpmorgan chase & copac,0
naral pro choice oregon,jp morgan cahse & co pac,0
national restaurant association,jp morgan chase statefed pac,0
united states automotive association,jp morgan investor services co,0
salt river project agricultural improvement and power district,"jp morgan, chase & co, pac",0
investment company institute,jp morgan chase & co st & fed pac,0
national stone sand and gravel association,jp morgan morgan gaurantee trust c,0
national bar association,jp morgan treasury technologies corp,0
lutherans concerned north america,jp morgan fleming asset management,0
califoria teachers association,jp morgan chase & co federal political action committee pac-,0
granite construction co,jp morgan chase co pac,0
cosmetic toiletry and fragrance association,jp morgan investment management inc,0
national education association,jp morgan chase & comp pac,0
augusta chronicle,jp morgan chase state & fed pac,0
telecommunications industry association,jp morgan chase pac,0
att services inc,jp morgan chase &co pac,0
black women organized for political action,jpmorgan chase & co pac,0
bristol-myers squibb company,j p morgan chase & co pac,0
american jewish committee,jp morgan securities,0
abbott laboratories inc,jp morgan chase & co- pac,0
california cable television association,jp morgan,0
service employees international union,jp morgan securities inc,0
american civil liberties union foundation of san diego and imperial counties,jp morgan chase securities inc conference,0
agua caliente band of cahuilla indians,jp morgan property exchange inc,0
national organization for women foundation inc,jp morgan chase national corporate services inc,0
national association for the advancement of colored people legal defense and educational fund inc,jp morgan chase co - pac,0
international council of shopping centers,jp morgan trust co of delaware,0
general electric co,jp morgan chase & co pal,0
operating engineers union local no 3,jp morgan chase bank,0
national organization for women foundation inc,jp morgan chase 7 co,0
american civil liberties union of colorado,"jp morgan securities, inc",0
service employees international union,investment company institute pac,0
american federation of state county and municipal employees,investment management political action cmte of the investment company institute impac,0
international union of operating engineers,investment company institute,0
jpmorgan chase bank na,investment company institute polit,0
american civil liberties union of northern california,motion picture association of america,0
national gay and lesbian task force,motion picture assn,0
family planning association of maine,motion picture association of amer,0
brady center to prevent gun violence,"motion picture association of america, inc",0
ohio education association,motion picture association pac,0
national association of social workers,motion picture association political action committee,0
gibson dunn  crutcher,motion picture association,0
national association of broadcasters inc,consumer federation of america:political action committee,0
granite construction co,international council of shopping centers,0
national association of homebuilders,international council of shopping centers inc political action committee icsc pac,0
vietnam veterans of america,nema,0
augusta chronicle,national electrical manufacturers association political action committee nema pac,0
georgia-pacific co,american psychiatric association,0
national association of social workers,american psychiatric association political action committee,0
jpmorgan chase bank na,national organization for the reform of marijuana laws political action committee,0
roadway express inc,california medical association pac calpac,0
policemen's benevolent association local 167,california medical association,0
national electrical manufacturers association,national association of social workers new york city,0
national association of broadcasters inc,national association of social workers pac,0
international union of operating engineers,"nasw, nyc pace",0
national gay and lesbian task force,nasw nyc chapter pace,0
aphilip randolph institute,nyc pac,0
standard insurance company,national association of social worker pac,0
prairie island indian community,national association of social workers,0
northwest grocery association,new york city chapter of national association of social workers,0
defenders of wildlife,nyc pace,0
american association of nurse anesthetists,calpac association of american publishers,0
pfizer inc,"association of american publishers, inc",0
jpmorgan chase bank na,association of american publishers,0
recording industry association of america,defenders of wildlife,0
national association for the advancement of colored people,american bankers assn,0
pride international inc,national association of counties,0
national association of chain drug stores,united brotherhood of carpenters,0
columbia river fishermen's protective union,national education association nea,0
jpmorgan chase bank na,national education association,0
planned parenthood federation of america inc,national education association pac,0
jpmorgan chase bank na,national education association,0
american federation of state county and municipal employees,national education assn,0
national association of insurance brokers,monsanto company,0
northwest grocery association,johnson & johnson corporate,0
petroleum marketers association of america inc,american medical assn,0
american college of emergency physicians,screen actors guild,0
jpmorgan chase bank na,american association of retired persons,0
att services inc,salt river project pac,0
san francisco aids foundation,national association of broadcaste,0
institute of scrap recycling industries,national association of broadcasters televison & radio political action committee,0
association of american publishers,national association of broadcasters pac,0
united artists theater circuit inc,national association of broadcasters,0
jpmorgan chase bank na,national association of broadcasters television & radio political action committee,0
salt river valley water users association,television & radio pac,0
cadwalader wickersham  taft,"recording industry assoc of america, inc",0
california psychiatric association,recording industry assoc of america,0
new york med college,recording industry assoc of americ,0
lumbermens association of texas,recording industry assoc of america inc,0
american civil liberties union foundation of san diego and imperial counties,american institute of certified public accountants,0
dell computer corp,general electric,0
cadwalader wickersham  taft,american public power association public ownership,0
william morris agency,american civil liberties union,0
california rifle and pistol association,american civil liberties union,0
aetna life insurance co,american civil liberties union,0
american psychiatric association,american civil liberties union,0
king  spalding,american civil liberties union,0
grocery manufacturers association,american civil liberties union,0
american federation of labor and congress of industrial organizations,american hotel & lodging associa,0
national marine manufacturers association,securities industries assoc,0
cadwalader wickersham  taft,trout unlimited bellevue-issaquah chapte,0
texas association of builders,national council jewish women austin section,0
horsemen benevolent and protective association,national assoc of mfgs suite 1500,0
american medical womens association,national association of theatre owners of canevada,0
jpmorgan chase bank na,naacp co op city branch,0
american federation of teachers,friends of the earth action pac,0
coalition of 100 black women,ei du pont de nemours & co,0
communications workers of america,edison electric institute-eei,0
eastern associated coal corp,council of state govt,0
national association of social workers,council of state government,0
national gay and lesbian task force,assoc gen contractors of america,0
jpmorgan chase bank na,american telephone & telegraph,0
jpmorgan chase bank na,americans united for separation of church & state,0
jpmorgan chase bank na,american jewish cmte,0
jpmorgan chase bank na,american jewis congress st louis region,0
jpmorgan chase bank na,american federation of tv & radio artists,0
jpmorgan chase bank na,american federation of labor & c,0
jpmorgan chase bank na,american federation of gov emp,0
motion picture association of america,"american ethicare, inc",0
international brotherhood of electrical workers,american ethicare,0
national council of jewish women,american association of university professors,0
appalachian power co,american medical womens assn,0
texas instruments inc,anti defamation league,0
national education association,anti defamation league,0
save our wild salmon,national coalition of 100 black women,0
investment company institute,family planning associates of maine,0
jpmorgan chase bank na,family planning association of me,0
united parcel service inc,family planning association of maine inc,0
national association of social workers,feminist majority foundation,0
association of american publishers,copy girls inc,0
motion picture association of america,lutherans concerned,0
jpmorgan chase bank na,national association for the advancement of colored people,0
young womens christian association of the united states of america,nba,0
national association of independent insurers,national gay & lesbian task force,0
common cause,national gay and lesbian task force inc,0
sacramento county deputy sheriffs association,national gay & lesbian task force foundation,0
jpmorgan chase bank na,national gay & lesbian task force policy institute,0
california cable television association,national institute for,0
jpmorgan chase bank na,natl organization for women,0
anheuser-busch co inc,national organization for wome,0
howard jarvis taxpayers association,national org for women,0
virginia manufacturers association,national orgfor women,0
american civil liberties union foundation of southern california,national organization for womennow,0
motion picture association of america,people for the america way foundation,0
national organization for women foundation inc,people for the american way foundation,0
jpmorgan chase bank na,people for the american way,0
jpmorgan chase bank na,planned parenthood,0
illinois beef association,"planned parenthood,",0
national association of broadcasters inc,planned parenthood federation of america,0
united auto workers,planned parent hood,0
american medical association,planned parenthood federation of america ppfa,0
coca-cola enterprises inc,southern christian leadership,0
qualcomm inc,ywca of the usa,0
amalgamated transit union,young womens christian assoc,0
american family association inc,ywca of the usa,0
jpmorgan chase bank na,ywc corporation,0
jpmorgan chase bank na,nw grocery association,0
american federation of state county and municipal employees,international unit of operating engineers,0
cvs pharmacy inc,lumbermans association of texas,0
planned parenthood federation of america inc,b f goodrich company,0
young womens christian association of the united states of america,boat people sos inc,0
national organization for women foundation inc,california association of hospitals & health systems,0
american federation of television and radio artists american federation of labor and congress of industrial organizations,eastern associated coal,0
california medical association,national assoc of insurance broker,0
anti-defamation league,knights of columbus 12055,0
american college of radiology,aetna insurance co,0
jpmorgan chase bank na,operating engineers local no 3,0
california rifle and pistol association,pfzer inc,0
jpmorgan chase bank na,"texas association of builders,",0
pfizer inc,abbott laboratories,0
lumbermens association of texas,the augusta chronicle,0
recording industry association of america,american civil liberties union aclu san diego & imperial counties,0
william morris agency,"the pepsi bottling group, inc",0
jpmorgan chase bank na,qual comm inc,0
jpmorgan chase bank na,"united artists theatre circuit, inc",0
bf goodrich company,american occupational therapy association aota,0
national association of theater owners,vietnam veterns of america,0
motion picture association of america,tunica biloxi indian tribe of louisiana,0
people for the american way fo undation,liberty mutual group inc,0
national organization for women foundation inc,columbia river fishermens protective union,0
investment company institute,granite constuction,0
young womens christian association,sacramento county deputy sheriff s assoc,0
american federation of government employees american federation of labor and congress of industrial organizations,manufacturers hanover corp,0
texas association of builders,california rifle & pistol association,0
american association of school administrators,salt river valley water users assn pic,0
planned parenthood federation of america inc,"am federation of state, county & municipal employees",0
amalgamated transit union,national stone sand & gravel association,0
american federation of state county and municipal employees,howard jarvis taxpayer assoication,0
maine education association,pifizer inc,0
manufacturers hanover trust co,"american federation of state county & municipal employees pac,",0
american college of emergency physicians,naral pro-choice oreogn,0
national association of broadcasters inc,amalga transit union,0
girls incorporated,duquesne light co,0
united artists theater circuit inc,black women organized for pol action,0
friends of the earth,public affairs cons,0
american civil liberties union of pennsylvania,campaign for tobacco free kids,0
motion picture association of america,cosmetic toiletry & fragrance assn,0
winstar communications inc,national association of independent insurance,0
national restaurant association,roadway express,0
boat people sos,appalachian power comm,0
american federation of state county and municipal employees,agua claiente band of cahuilla indians,0
american federation of state county and municipal employees,california cable telecommunications association,0
national stone sand and gravel association,at&t services inc,0
agua caliente band of cahuilla indians,standard insurance co,0
naral pro choice oregon,national council of senior cit inc,0
jpmorgan chase bank na,association of oregon faculties,0
american consulting engineers council,american federation of state county & municipal employees aflci,0
home builders association of south carolina,spirit of freedom republican women,0
anti-defamation league b'nai b'rith,dell computers corp,0
roadway express inc,winstar communications llc,0
international council of shopping centers,national resturant association,0
boat people sos,new york medical college,0
planned parenthood federation of america inc,william morris agency inc,0
national association of social workers,national marine manufacturers assoc,0
liberty mutual group,amer college of emerg physicians,0
jpmorgan chase bank na,board of trade of city of chicago,0
new york med college,service employees intnl union,0
jpmorgan chase bank na,"american federation of state county and municipal employees,",0
texas association of builders,ca psychiatric association,0
winstar communications inc,sheet metal workers international assoc pal,0
tunica-biloxi tribe of louisiana,national assn of mutual insurance companies,0
virginia manufacturers association,amalgamated transit union loca,0
jpmorgan chase bank na,the san francisco aids foundation,0
jpmorgan chase bank na,national association of chairug stores,0
national association of mutual insurance companies,reed elsevire inc,0
aetna life insurance co,petroleum marketers association of america,0
national association of chain drug stores,home builders assoc of south carolina,0
jpmorgan chase bank na,american family association,0
american ethical union,"american federation of state, county, & municipal employees scc",0
jpmorgan chase bank na,grocery manufacturers assn,0
american bankers association,united states automobile association usaa,0
jpmorgan chase bank na,shapiro haber & urmy llp,0
national association of broadcasters inc,a philip randolph inistitute,0
young womens christian association of the united states of america,gibson dunn and crutcher llp,0
national conference of firemen and oilers,alaska native health board inc,0
california medical association,american college of radiology radpac,0
consumer healthcare products association,united teachers of los angeles,0
american association of retired persons,united parcel services-pac,0
jpmorgan chase bank na,cvs pharmacy,0
national association of mutual insurance companies,anneuser busch cos inc,0
liberty mutual group,mcgraw hill companies,0
association of oregon counties,"america s health insurance plans pac,",0
reed elsevier inc,international brotherhood of electical workers,0
american federation of state county and municipal employees,bristol myers squibb comapny,0
brady center to prevent gun violence,wolf popper ross wolf & jones,0
cosmetic toiletry and fragrance association,service employees internationa,0
jpmorgan chase bank na,national association chainug sto,0
young womens christian association,california bankers assoc,0
jpmorgan chase bank na,a aleman & associates,0
jpmorgan chase bank na,california teachers assoc,0
jpmorgan chase bank na,institute scrap recycling industries inc,0
jpmorgan chase bank na,consumer healthcare products assocation,0
operating engineers union local no 3,pride international llc,0
national automatic merchandising association,"csx transporation, inc",0
planned parenthood federation of america inc,national assoc of chain drugstores inc,0
american telephone and telegraph,cadwalader wickersham & taft llp,0
jpmorgan chase bank na,natl automatic merchandising assoc,0
national conference of firemen and oilers,texas instrument,0
jpmorgan chase bank na,brady camapign to prevent gun violence,0
shapiro haber and urmy llp,nw grocery association,0
american occupational therapy association,international unit of operating engineers,0
national association of chain drug stores,lumbermans association of texas,0
agua caliente band of cahuilla indians,b f goodrich company,0
national education association,telecommunications industry assoc,0
americans united for separation of church and state,boat people sos inc,0
jpmorgan chase bank na,national assoc of insurance broker,0
jpmorgan chase bank na,knights of columbus 12055,0
knights of columbus,aetna insurance co,0
united teachers los angeles,operating engineers local no 3,0
national association of independent insurers,"texas association of builders,",0
feminist majority,abbott laboratories,0
american land title association,the augusta chronicle,0
american institute of certified public accountants,american civil liberties union aclu san diego & imperial counties,0
board of trade of the city of chicago,american civil liberties union aclu san diego & imperial counties,0
texas instruments inc,"the pepsi bottling group, inc",0
alaska native health board,qual comm inc,0
knights of columbus,"united artists theatre circuit, inc",0
jpmorgan chase bank na,american occupational therapy association aota,0
american occupational therapy association,vietnam veterns of america,0
american federation of teachers,tunica biloxi indian tribe of louisiana,0
illinois society for clinical social work,liberty mutual group inc,0
edison electric institute,columbia river fishermens protective union,0
motion picture association of america,sacramento county deputy sheriff s assoc,0
american civil liberties union of southern california,manufacturers hanover corp,0
duquesne light company,prarie island indian community,0
american psychiatric association,"coca cola enterprises inc,",0
american public power association,california rifle & pistol association,0
people for the american way fo undation,salt river valley water users assn pic,0
national organization for women foundation inc,agua caliente band of cahilla indians,0
national association of counties,"am federation of state, county & municipal employees",0
prairie island indian community,national stone sand & gravel association,0
jpmorgan chase bank na,howard jarvis taxpayer assoication,0
duquesne light company,"american federation of state county & municipal employees pac,",0
jpmorgan chase bank na,naral pro-choice oreogn,0
national organization for the reform of marijuana laws,amalga transit union,0
campaign for tobacco-free kids,virginia manufactures assoc,0
consumer federation of america,duquesne light co,0
national institute for women of color,black women organized for pol action,0
manufactured housing communities of arizona ,public affairs cons,0
american jewish congress,campaign for tobacco free kids,0
agua caliente band of cahuilla indians,cosmetic toiletry & fragrance assn,0
