,0,1,Match,prediction
1044,"american ethicare, inc",JPMORGAN CHASE BANK NA,0,0
1045,"american ethicare, inc",planned parenthood federation of america,0,0
1046,"american ethicare, inc",common cause,0,0
1047,"american ethicare, inc",lutherans concerned north america,0,0
1048,"american ethicare, inc",aphilip randolph institute,0,0
1049,"american ethicare, inc",council of state government,0,0
1050,"american ethicare, inc",california bankers association,0,0
1051,"american ethicare, inc",public affairs council,0,0
1052,"american ethicare, inc",NATIONAL EDUCATION ASSOCIATION,0,0
1053,"american ethicare, inc",san francisco aids foundation,0,0
1054,"american ethicare, inc","american ethicare, inc",1,1
1055,"american ethicare, inc",pepsi bottling group inc,0,0
1056,"american ethicare, inc",califoria teachers association,0,0
1057,"american ethicare, inc",agua claiente band of cahuilla indians,0,0
1058,"american ethicare, inc",agua caliente band of cahuilla indians,0,0
1059,"american ethicare, inc",planned parenthood federation of america inc,0,0
1060,"american ethicare, inc",sheet metal workers international assoc pal,0,0
1061,"american ethicare, inc",coalition of 100 black women,0,0
1062,"american ethicare, inc",pifizer inc,0,0
1063,"american ethicare, inc",national education association,0,0
1064,"american ethicare, inc",national association for the advancement of colored people legal defense and educational fund inc,0,0
1065,"american ethicare, inc",sheet metal workers international association,0,0
1066,"american ethicare, inc",california teachers assoc,0,1
1067,"american ethicare, inc",national association of independent insurance,0,0
1068,"american ethicare, inc",trout unlimited bellevue-issaquah chapte,0,0
1069,"american ethicare, inc",the augusta chronicle,0,0
1070,"american ethicare, inc",national association of independent insurers,0,0
1071,"american ethicare, inc",california bankers assoc,0,0
1072,"american ethicare, inc",american consulting engineers council,0,0
1073,"american ethicare, inc",cadwalader wickersham  taft,0,0
1074,"american ethicare, inc",NATIONAL ASSOCIATION OF SOCIAL WORKERS,0,0
1075,"american ethicare, inc",american civil liberties union,0,0
1076,"american ethicare, inc",vietnam veterns of america,0,0
1077,"american ethicare, inc",georgia real estate investors association inc,0,0
1078,"american ethicare, inc",campaign for tobacco free kids,0,0
1079,"american ethicare, inc",att services inc,0,1
1080,"american ethicare, inc","the pepsi bottling group, inc",0,0
1081,"american ethicare, inc",national association for the advancement of colored people,0,0
1082,"american ethicare, inc",american consulting engineers coun,0,0
1083,"american ethicare, inc",naral pro choice oregon,0,0
1084,"american ethicare, inc",augusta chronicle,0,0
1085,"american ethicare, inc",winstar communications inc,0,1
1086,"american ethicare, inc",national association of chairug stores,0,0
1087,"american ethicare, inc",at&t services inc,0,1
1088,"american ethicare, inc",national coalition of 100 black women,0,0
1089,"american ethicare, inc",campaign for tobacco-free kids,0,0
1090,"american ethicare, inc",dell computers corp,0,0
1091,"american ethicare, inc",dell computer corp,0,0
1092,"american ethicare, inc",pfizer inc,0,0
1093,"american ethicare, inc",natl automatic merchandising assoc,0,0
1094,"american ethicare, inc",lutherans concerned,0,0
1095,"american ethicare, inc",cadwalader wickersham & taft llp,0,0
1096,"american ethicare, inc",naral pro-choice oreogn,0,0
1097,"american ethicare, inc",william morris agency inc,0,0
1098,pepsi bottling group inc,vietnam veterans of america,0,0
1099,pepsi bottling group inc,american family association inc,0,0
1100,pepsi bottling group inc,the san francisco aids foundation,0,0
1101,pepsi bottling group inc,americans united for separation of church & state,0,0
1102,pepsi bottling group inc,"planned parenthood,",0,0
1103,pepsi bottling group inc,american federation of state county and municipal employees,0,0
1104,pepsi bottling group inc,winstar communications llc,0,0
1105,pepsi bottling group inc,JPMORGAN CHASE BANK NA,0,0
1106,pepsi bottling group inc,planned parenthood federation of america,0,0
1107,pepsi bottling group inc,common cause,0,0
1108,pepsi bottling group inc,lutherans concerned north america,0,0
1109,pepsi bottling group inc,aphilip randolph institute,0,0
1110,pepsi bottling group inc,council of state government,0,0
1111,pepsi bottling group inc,california bankers association,0,0
1112,pepsi bottling group inc,public affairs council,0,0
1113,pepsi bottling group inc,NATIONAL EDUCATION ASSOCIATION,0,0
1114,pepsi bottling group inc,san francisco aids foundation,0,0
1115,pepsi bottling group inc,"american ethicare, inc",0,0
1116,pepsi bottling group inc,pepsi bottling group inc,1,1
1117,pepsi bottling group inc,califoria teachers association,0,0
1118,pepsi bottling group inc,agua claiente band of cahuilla indians,0,0
1119,pepsi bottling group inc,agua caliente band of cahuilla indians,0,0
1120,pepsi bottling group inc,planned parenthood federation of america inc,0,0
1121,pepsi bottling group inc,sheet metal workers international assoc pal,0,0
1122,pepsi bottling group inc,coalition of 100 black women,0,0
1123,pepsi bottling group inc,pifizer inc,0,0
1124,pepsi bottling group inc,national education association,0,0
1125,pepsi bottling group inc,national association for the advancement of colored people legal defense and educational fund inc,0,0
1126,pepsi bottling group inc,sheet metal workers international association,0,0
1127,pepsi bottling group inc,california teachers assoc,0,0
1128,pepsi bottling group inc,national association of independent insurance,0,0
1129,pepsi bottling group inc,trout unlimited bellevue-issaquah chapte,0,0
1130,pepsi bottling group inc,the augusta chronicle,0,0
1131,pepsi bottling group inc,national association of independent insurers,0,0
1132,pepsi bottling group inc,california bankers assoc,0,0
1133,pepsi bottling group inc,american consulting engineers council,0,0
1134,pepsi bottling group inc,cadwalader wickersham  taft,0,0
1135,pepsi bottling group inc,NATIONAL ASSOCIATION OF SOCIAL WORKERS,0,0
1136,pepsi bottling group inc,american civil liberties union,0,0
1137,pepsi bottling group inc,vietnam veterns of america,0,0
1138,pepsi bottling group inc,georgia real estate investors association inc,0,0
1139,pepsi bottling group inc,campaign for tobacco free kids,0,0
1140,pepsi bottling group inc,att services inc,0,0
1141,pepsi bottling group inc,"the pepsi bottling group, inc",1,1
1142,pepsi bottling group inc,national association for the advancement of colored people,0,0
1143,pepsi bottling group inc,american consulting engineers coun,0,0
1144,pepsi bottling group inc,naral pro choice oregon,0,0
1145,pepsi bottling group inc,augusta chronicle,0,0
1146,pepsi bottling group inc,winstar communications inc,0,0
1147,pepsi bottling group inc,national association of chairug stores,0,0
1148,pepsi bottling group inc,at&t services inc,0,0
1149,pepsi bottling group inc,national coalition of 100 black women,0,0
1150,pepsi bottling group inc,campaign for tobacco-free kids,0,0
1151,pepsi bottling group inc,dell computers corp,0,0
1152,pepsi bottling group inc,dell computer corp,0,0
1153,pepsi bottling group inc,pfizer inc,0,0
1154,pepsi bottling group inc,natl automatic merchandising assoc,0,0
1155,pepsi bottling group inc,lutherans concerned,0,0
1156,pepsi bottling group inc,cadwalader wickersham & taft llp,0,0
1157,pepsi bottling group inc,naral pro-choice oreogn,0,0
1158,pepsi bottling group inc,william morris agency inc,0,0
1159,califoria teachers association,vietnam veterans of america,0,0
1160,califoria teachers association,american family association inc,0,1
1161,califoria teachers association,the san francisco aids foundation,0,0
1162,califoria teachers association,americans united for separation of church & state,0,0
1163,califoria teachers association,"planned parenthood,",0,0
1164,califoria teachers association,american federation of state county and municipal employees,0,0
1165,califoria teachers association,winstar communications llc,0,0
1166,califoria teachers association,JPMORGAN CHASE BANK NA,0,0
1167,califoria teachers association,planned parenthood federation of america,0,0
1168,califoria teachers association,common cause,0,0
1169,califoria teachers association,lutherans concerned north america,0,0
1170,califoria teachers association,aphilip randolph institute,0,0
1171,califoria teachers association,council of state government,0,0
1172,califoria teachers association,california bankers association,0,1
1173,califoria teachers association,public affairs council,0,0
1174,califoria teachers association,NATIONAL EDUCATION ASSOCIATION,0,0
1175,califoria teachers association,san francisco aids foundation,0,0
1176,califoria teachers association,"american ethicare, inc",0,0
1177,califoria teachers association,pepsi bottling group inc,0,0
1178,califoria teachers association,califoria teachers association,1,1
1179,califoria teachers association,agua claiente band of cahuilla indians,0,0
1180,califoria teachers association,agua caliente band of cahuilla indians,0,0
1181,califoria teachers association,planned parenthood federation of america inc,0,0
1182,califoria teachers association,sheet metal workers international assoc pal,0,0
1183,califoria teachers association,coalition of 100 black women,0,0
1184,califoria teachers association,pifizer inc,0,0
1185,califoria teachers association,national education association,0,1
1186,califoria teachers association,national association for the advancement of colored people legal defense and educational fund inc,0,0
1187,califoria teachers association,sheet metal workers international association,0,0
1188,califoria teachers association,california teachers assoc,1,1
1189,califoria teachers association,national association of independent insurance,0,0
1190,califoria teachers association,trout unlimited bellevue-issaquah chapte,0,0
1191,califoria teachers association,the augusta chronicle,0,0
1192,califoria teachers association,national association of independent insurers,0,0
1193,califoria teachers association,california bankers assoc,0,1
1194,califoria teachers association,american consulting engineers council,0,0
1195,califoria teachers association,cadwalader wickersham  taft,0,0
1196,califoria teachers association,NATIONAL ASSOCIATION OF SOCIAL WORKERS,0,0
1197,califoria teachers association,american civil liberties union,0,0
1198,califoria teachers association,vietnam veterns of america,0,0
1199,califoria teachers association,georgia real estate investors association inc,0,0
1200,califoria teachers association,campaign for tobacco free kids,0,0
1201,califoria teachers association,att services inc,0,0
1202,califoria teachers association,"the pepsi bottling group, inc",0,0
1203,califoria teachers association,national association for the advancement of colored people,0,0
1204,califoria teachers association,american consulting engineers coun,0,0
1205,califoria teachers association,naral pro choice oregon,0,0
1206,califoria teachers association,augusta chronicle,0,0
1207,califoria teachers association,winstar communications inc,0,0
1208,califoria teachers association,national association of chairug stores,0,0
1209,califoria teachers association,at&t services inc,0,0
1210,califoria teachers association,national coalition of 100 black women,0,0
1211,califoria teachers association,campaign for tobacco-free kids,0,0
1212,califoria teachers association,dell computers corp,0,0
1213,califoria teachers association,dell computer corp,0,0
1214,califoria teachers association,pfizer inc,0,0
1215,califoria teachers association,natl automatic merchandising assoc,0,0
1216,califoria teachers association,lutherans concerned,0,0
1217,califoria teachers association,cadwalader wickersham & taft llp,0,0
1218,califoria teachers association,naral pro-choice oreogn,0,0
1219,califoria teachers association,william morris agency inc,0,0
1220,agua claiente band of cahuilla indians,vietnam veterans of america,0,0
1221,agua claiente band of cahuilla indians,american family association inc,0,0
1222,agua claiente band of cahuilla indians,the san francisco aids foundation,0,0
1223,agua claiente band of cahuilla indians,americans united for separation of church & state,0,0
1224,agua claiente band of cahuilla indians,"planned parenthood,",0,0
1225,agua claiente band of cahuilla indians,american federation of state county and municipal employees,0,0
1226,agua claiente band of cahuilla indians,winstar communications llc,0,0
1227,agua claiente band of cahuilla indians,JPMORGAN CHASE BANK NA,0,0
1228,agua claiente band of cahuilla indians,planned parenthood federation of america,0,0
1229,agua claiente band of cahuilla indians,common cause,0,0
1230,agua claiente band of cahuilla indians,lutherans concerned north america,0,0
1231,agua claiente band of cahuilla indians,aphilip randolph institute,0,0
1232,agua claiente band of cahuilla indians,council of state government,0,0
1233,agua claiente band of cahuilla indians,california bankers association,0,0
1234,agua claiente band of cahuilla indians,public affairs council,0,0
1235,agua claiente band of cahuilla indians,NATIONAL EDUCATION ASSOCIATION,0,0
1236,agua claiente band of cahuilla indians,san francisco aids foundation,0,0
1237,agua claiente band of cahuilla indians,"american ethicare, inc",0,0
1238,agua claiente band of cahuilla indians,pepsi bottling group inc,0,0
1239,agua claiente band of cahuilla indians,califoria teachers association,0,0
1240,agua claiente band of cahuilla indians,agua claiente band of cahuilla indians,1,1
1241,agua claiente band of cahuilla indians,agua caliente band of cahuilla indians,1,1
1242,agua claiente band of cahuilla indians,planned parenthood federation of america inc,0,0
1243,agua claiente band of cahuilla indians,sheet metal workers international assoc pal,0,0
1244,agua claiente band of cahuilla indians,coalition of 100 black women,0,0
1245,agua claiente band of cahuilla indians,pifizer inc,0,0
1246,agua claiente band of cahuilla indians,national education association,0,0
1247,agua claiente band of cahuilla indians,national association for the advancement of colored people legal defense and educational fund inc,0,0
1248,agua claiente band of cahuilla indians,sheet metal workers international association,0,0
1249,agua claiente band of cahuilla indians,california teachers assoc,0,0
1250,agua claiente band of cahuilla indians,national association of independent insurance,0,0
1251,agua claiente band of cahuilla indians,trout unlimited bellevue-issaquah chapte,0,0
1252,agua claiente band of cahuilla indians,the augusta chronicle,0,0
1253,agua claiente band of cahuilla indians,national association of independent insurers,0,0
1254,agua claiente band of cahuilla indians,california bankers assoc,0,0
1255,agua claiente band of cahuilla indians,american consulting engineers council,0,0
1256,agua claiente band of cahuilla indians,cadwalader wickersham  taft,0,0
1257,agua claiente band of cahuilla indians,NATIONAL ASSOCIATION OF SOCIAL WORKERS,0,0
1258,agua claiente band of cahuilla indians,american civil liberties union,0,0
1259,agua claiente band of cahuilla indians,vietnam veterns of america,0,0
1260,agua claiente band of cahuilla indians,georgia real estate investors association inc,0,0
1261,agua claiente band of cahuilla indians,campaign for tobacco free kids,0,0
1262,agua claiente band of cahuilla indians,att services inc,0,0
1263,agua claiente band of cahuilla indians,"the pepsi bottling group, inc",0,0
1264,agua claiente band of cahuilla indians,national association for the advancement of colored people,0,0
1265,agua claiente band of cahuilla indians,american consulting engineers coun,0,0
1266,agua claiente band of cahuilla indians,naral pro choice oregon,0,0
1267,agua claiente band of cahuilla indians,augusta chronicle,0,0
1268,agua claiente band of cahuilla indians,winstar communications inc,0,0
1269,agua claiente band of cahuilla indians,national association of chairug stores,0,0
1270,agua claiente band of cahuilla indians,at&t services inc,0,0
1271,agua claiente band of cahuilla indians,national coalition of 100 black women,0,0
1272,agua claiente band of cahuilla indians,campaign for tobacco-free kids,0,0
1273,agua claiente band of cahuilla indians,dell computers corp,0,0
1274,agua claiente band of cahuilla indians,dell computer corp,0,0
1275,agua claiente band of cahuilla indians,pfizer inc,0,0
1276,agua claiente band of cahuilla indians,natl automatic merchandising assoc,0,0
1277,agua claiente band of cahuilla indians,lutherans concerned,0,0
1278,agua claiente band of cahuilla indians,cadwalader wickersham & taft llp,0,0
1279,agua claiente band of cahuilla indians,naral pro-choice oreogn,0,0
1280,agua claiente band of cahuilla indians,william morris agency inc,0,0
1281,agua caliente band of cahuilla indians,vietnam veterans of america,0,0
1282,agua caliente band of cahuilla indians,american family association inc,0,0
1283,agua caliente band of cahuilla indians,the san francisco aids foundation,0,0
1284,agua caliente band of cahuilla indians,americans united for separation of church & state,0,0
1285,agua caliente band of cahuilla indians,"planned parenthood,",0,0
1286,agua caliente band of cahuilla indians,american federation of state county and municipal employees,0,0
1287,agua caliente band of cahuilla indians,winstar communications llc,0,0
1288,agua caliente band of cahuilla indians,JPMORGAN CHASE BANK NA,0,0
1289,agua caliente band of cahuilla indians,planned parenthood federation of america,0,0
1290,agua caliente band of cahuilla indians,common cause,0,0
1291,agua caliente band of cahuilla indians,lutherans concerned north america,0,0
1292,agua caliente band of cahuilla indians,aphilip randolph institute,0,0
1293,agua caliente band of cahuilla indians,council of state government,0,0
1294,agua caliente band of cahuilla indians,california bankers association,0,0
1295,agua caliente band of cahuilla indians,public affairs council,0,0
1296,agua caliente band of cahuilla indians,NATIONAL EDUCATION ASSOCIATION,0,0
1297,agua caliente band of cahuilla indians,san francisco aids foundation,0,0
1298,agua caliente band of cahuilla indians,"american ethicare, inc",0,0
1299,agua caliente band of cahuilla indians,pepsi bottling group inc,0,0
1300,agua caliente band of cahuilla indians,califoria teachers association,0,0
1301,agua caliente band of cahuilla indians,agua claiente band of cahuilla indians,1,1
1302,agua caliente band of cahuilla indians,agua caliente band of cahuilla indians,1,1
1303,agua caliente band of cahuilla indians,planned parenthood federation of america inc,0,0
1304,agua caliente band of cahuilla indians,sheet metal workers international assoc pal,0,0
1305,agua caliente band of cahuilla indians,coalition of 100 black women,0,0
1306,agua caliente band of cahuilla indians,pifizer inc,0,0
1307,agua caliente band of cahuilla indians,national education association,0,0
1308,agua caliente band of cahuilla indians,national association for the advancement of colored people legal defense and educational fund inc,0,0
1309,agua caliente band of cahuilla indians,sheet metal workers international association,0,0
1310,agua caliente band of cahuilla indians,california teachers assoc,0,0
1311,agua caliente band of cahuilla indians,national association of independent insurance,0,0
1312,agua caliente band of cahuilla indians,trout unlimited bellevue-issaquah chapte,0,0
1313,agua caliente band of cahuilla indians,the augusta chronicle,0,0
1314,agua caliente band of cahuilla indians,national association of independent insurers,0,0
1315,agua caliente band of cahuilla indians,california bankers assoc,0,0
1316,agua caliente band of cahuilla indians,american consulting engineers council,0,0
1317,agua caliente band of cahuilla indians,cadwalader wickersham  taft,0,0
1318,agua caliente band of cahuilla indians,NATIONAL ASSOCIATION OF SOCIAL WORKERS,0,0
1319,agua caliente band of cahuilla indians,american civil liberties union,0,0
1320,agua caliente band of cahuilla indians,vietnam veterns of america,0,0
1321,agua caliente band of cahuilla indians,georgia real estate investors association inc,0,0
1322,agua caliente band of cahuilla indians,campaign for tobacco free kids,0,0
1323,agua caliente band of cahuilla indians,att services inc,0,0
1324,agua caliente band of cahuilla indians,"the pepsi bottling group, inc",0,0
1325,agua caliente band of cahuilla indians,national association for the advancement of colored people,0,0
1326,agua caliente band of cahuilla indians,american consulting engineers coun,0,0
1327,agua caliente band of cahuilla indians,naral pro choice oregon,0,0
1328,agua caliente band of cahuilla indians,augusta chronicle,0,0
1329,agua caliente band of cahuilla indians,winstar communications inc,0,0
1330,agua caliente band of cahuilla indians,national association of chairug stores,0,0
1331,agua caliente band of cahuilla indians,at&t services inc,0,0
1332,agua caliente band of cahuilla indians,national coalition of 100 black women,0,0
1333,agua caliente band of cahuilla indians,campaign for tobacco-free kids,0,0
1334,agua caliente band of cahuilla indians,dell computers corp,0,0
1335,agua caliente band of cahuilla indians,dell computer corp,0,0
1336,agua caliente band of cahuilla indians,pfizer inc,0,0
1337,agua caliente band of cahuilla indians,natl automatic merchandising assoc,0,0
1338,agua caliente band of cahuilla indians,lutherans concerned,0,0
1339,agua caliente band of cahuilla indians,cadwalader wickersham & taft llp,0,0
1340,agua caliente band of cahuilla indians,naral pro-choice oreogn,0,0
1341,agua caliente band of cahuilla indians,william morris agency inc,0,0
1342,planned parenthood federation of america inc,vietnam veterans of america,0,0
1343,planned parenthood federation of america inc,american family association inc,0,0
1344,planned parenthood federation of america inc,the san francisco aids foundation,0,0
1345,planned parenthood federation of america inc,americans united for separation of church & state,0,0
1346,planned parenthood federation of america inc,"planned parenthood,",1,1
1347,planned parenthood federation of america inc,american federation of state county and municipal employees,0,0
1348,planned parenthood federation of america inc,winstar communications llc,0,0
1349,planned parenthood federation of america inc,JPMORGAN CHASE BANK NA,0,0
1350,planned parenthood federation of america inc,planned parenthood federation of america,1,1
1351,planned parenthood federation of america inc,common cause,0,0
1352,planned parenthood federation of america inc,lutherans concerned north america,0,0
1353,planned parenthood federation of america inc,aphilip randolph institute,0,0
1354,planned parenthood federation of america inc,council of state government,0,0
1355,planned parenthood federation of america inc,california bankers association,0,0
1356,planned parenthood federation of america inc,public affairs council,0,0
1357,planned parenthood federation of america inc,NATIONAL EDUCATION ASSOCIATION,0,0
1358,planned parenthood federation of america inc,san francisco aids foundation,0,0
1359,planned parenthood federation of america inc,"american ethicare, inc",0,0
1360,planned parenthood federation of america inc,pepsi bottling group inc,0,0
1361,planned parenthood federation of america inc,califoria teachers association,0,0
1362,planned parenthood federation of america inc,agua claiente band of cahuilla indians,0,0
1363,planned parenthood federation of america inc,agua caliente band of cahuilla indians,0,0
1364,planned parenthood federation of america inc,planned parenthood federation of america inc,1,1
1365,planned parenthood federation of america inc,sheet metal workers international assoc pal,0,0
1366,planned parenthood federation of america inc,coalition of 100 black women,0,0
1367,planned parenthood federation of america inc,pifizer inc,0,0
1368,planned parenthood federation of america inc,national education association,0,0
1369,planned parenthood federation of america inc,national association for the advancement of colored people legal defense and educational fund inc,0,0
1370,planned parenthood federation of america inc,sheet metal workers international association,0,0
1371,planned parenthood federation of america inc,california teachers assoc,0,0
1372,planned parenthood federation of america inc,national association of independent insurance,0,0
1373,planned parenthood federation of america inc,trout unlimited bellevue-issaquah chapte,0,0
1374,planned parenthood federation of america inc,the augusta chronicle,0,0
1375,planned parenthood federation of america inc,national association of independent insurers,0,0
1376,planned parenthood federation of america inc,california bankers assoc,0,0
1377,planned parenthood federation of america inc,american consulting engineers council,0,0
1378,planned parenthood federation of america inc,cadwalader wickersham  taft,0,0
1379,planned parenthood federation of america inc,NATIONAL ASSOCIATION OF SOCIAL WORKERS,0,0
1380,planned parenthood federation of america inc,american civil liberties union,0,0
1381,planned parenthood federation of america inc,vietnam veterns of america,0,0
1382,planned parenthood federation of america inc,georgia real estate investors association inc,0,0
1383,planned parenthood federation of america inc,campaign for tobacco free kids,0,0
1384,planned parenthood federation of america inc,att services inc,0,0
1385,planned parenthood federation of america inc,"the pepsi bottling group, inc",0,0
1386,planned parenthood federation of america inc,national association for the advancement of colored people,0,0
1387,planned parenthood federation of america inc,american consulting engineers coun,0,0
1388,planned parenthood federation of america inc,naral pro choice oregon,0,0
1389,planned parenthood federation of america inc,augusta chronicle,0,0
1390,planned parenthood federation of america inc,winstar communications inc,0,0
1391,planned parenthood federation of america inc,national association of chairug stores,0,0
1392,planned parenthood federation of america inc,at&t services inc,0,0
1393,planned parenthood federation of america inc,national coalition of 100 black women,0,0
1394,planned parenthood federation of america inc,campaign for tobacco-free kids,0,0
1395,planned parenthood federation of america inc,dell computers corp,0,0
1396,planned parenthood federation of america inc,dell computer corp,0,0
1397,planned parenthood federation of america inc,pfizer inc,0,0
1398,planned parenthood federation of america inc,natl automatic merchandising assoc,0,0
1399,planned parenthood federation of america inc,lutherans concerned,0,0
1400,planned parenthood federation of america inc,cadwalader wickersham & taft llp,0,0
1401,planned parenthood federation of america inc,naral pro-choice oreogn,0,0
1402,planned parenthood federation of america inc,william morris agency inc,0,0
1403,sheet metal workers international assoc pal,vietnam veterans of america,0,0
1404,sheet metal workers international assoc pal,american family association inc,0,0
1405,sheet metal workers international assoc pal,the san francisco aids foundation,0,0
1406,sheet metal workers international assoc pal,americans united for separation of church & state,0,0
1407,sheet metal workers international assoc pal,"planned parenthood,",0,0
1408,sheet metal workers international assoc pal,american federation of state county and municipal employees,0,0
1409,sheet metal workers international assoc pal,winstar communications llc,0,0
1410,sheet metal workers international assoc pal,JPMORGAN CHASE BANK NA,0,0
1411,sheet metal workers international assoc pal,planned parenthood federation of america,0,0
1412,sheet metal workers international assoc pal,common cause,0,0
1413,sheet metal workers international assoc pal,lutherans concerned north america,0,0
1414,sheet metal workers international assoc pal,aphilip randolph institute,0,0
1415,sheet metal workers international assoc pal,council of state government,0,0
1416,sheet metal workers international assoc pal,california bankers association,0,0
1417,sheet metal workers international assoc pal,public affairs council,0,0
1418,sheet metal workers international assoc pal,NATIONAL EDUCATION ASSOCIATION,0,0
1419,sheet metal workers international assoc pal,san francisco aids foundation,0,0
1420,sheet metal workers international assoc pal,"american ethicare, inc",0,0
1421,sheet metal workers international assoc pal,pepsi bottling group inc,0,0
1422,sheet metal workers international assoc pal,califoria teachers association,0,0
1423,sheet metal workers international assoc pal,agua claiente band of cahuilla indians,0,0
1424,sheet metal workers international assoc pal,agua caliente band of cahuilla indians,0,0
1425,sheet metal workers international assoc pal,planned parenthood federation of america inc,0,0
1426,sheet metal workers international assoc pal,sheet metal workers international assoc pal,1,1
1427,sheet metal workers international assoc pal,coalition of 100 black women,0,0
1428,sheet metal workers international assoc pal,pifizer inc,0,0
1429,sheet metal workers international assoc pal,national education association,0,0
1430,sheet metal workers international assoc pal,national association for the advancement of colored people legal defense and educational fund inc,0,0
1431,sheet metal workers international assoc pal,sheet metal workers international association,1,1
1432,sheet metal workers international assoc pal,california teachers assoc,0,0
1433,sheet metal workers international assoc pal,national association of independent insurance,0,0
1434,sheet metal workers international assoc pal,trout unlimited bellevue-issaquah chapte,0,0
1435,sheet metal workers international assoc pal,the augusta chronicle,0,0
1436,sheet metal workers international assoc pal,national association of independent insurers,0,0
1437,sheet metal workers international assoc pal,california bankers assoc,0,0
1438,sheet metal workers international assoc pal,american consulting engineers council,0,0
1439,sheet metal workers international assoc pal,cadwalader wickersham  taft,0,0
1440,sheet metal workers international assoc pal,NATIONAL ASSOCIATION OF SOCIAL WORKERS,0,0
1441,sheet metal workers international assoc pal,american civil liberties union,0,0
1442,sheet metal workers international assoc pal,vietnam veterns of america,0,0
1443,sheet metal workers international assoc pal,georgia real estate investors association inc,0,0
1444,sheet metal workers international assoc pal,campaign for tobacco free kids,0,0
1445,sheet metal workers international assoc pal,att services inc,0,0
1446,sheet metal workers international assoc pal,"the pepsi bottling group, inc",0,0
1447,sheet metal workers international assoc pal,national association for the advancement of colored people,0,0
1448,sheet metal workers international assoc pal,american consulting engineers coun,0,0
1449,sheet metal workers international assoc pal,naral pro choice oregon,0,0
1450,sheet metal workers international assoc pal,augusta chronicle,0,0
1451,sheet metal workers international assoc pal,winstar communications inc,0,0
1452,sheet metal workers international assoc pal,national association of chairug stores,0,0
1453,sheet metal workers international assoc pal,at&t services inc,0,0
1454,sheet metal workers international assoc pal,national coalition of 100 black women,0,0
1455,sheet metal workers international assoc pal,campaign for tobacco-free kids,0,0
1456,sheet metal workers international assoc pal,dell computers corp,0,0
1457,sheet metal workers international assoc pal,dell computer corp,0,0
1458,sheet metal workers international assoc pal,pfizer inc,0,0
1459,sheet metal workers international assoc pal,natl automatic merchandising assoc,0,0
1460,sheet metal workers international assoc pal,lutherans concerned,0,0
1461,sheet metal workers international assoc pal,cadwalader wickersham & taft llp,0,0
1462,sheet metal workers international assoc pal,naral pro-choice oreogn,0,0
1463,sheet metal workers international assoc pal,william morris agency inc,0,0
1464,coalition of 100 black women,vietnam veterans of america,0,0
1465,coalition of 100 black women,american family association inc,0,0
1466,coalition of 100 black women,the san francisco aids foundation,0,0
1467,coalition of 100 black women,americans united for separation of church & state,0,0
1468,coalition of 100 black women,"planned parenthood,",0,0
1469,coalition of 100 black women,american federation of state county and municipal employees,0,0
1470,coalition of 100 black women,winstar communications llc,0,0
1471,coalition of 100 black women,JPMORGAN CHASE BANK NA,0,0
1472,coalition of 100 black women,planned parenthood federation of america,0,0
1473,coalition of 100 black women,common cause,0,0
1474,coalition of 100 black women,lutherans concerned north america,0,0
1475,coalition of 100 black women,aphilip randolph institute,0,0
1476,coalition of 100 black women,council of state government,0,0
1477,coalition of 100 black women,california bankers association,0,0
1478,coalition of 100 black women,public affairs council,0,0
1479,coalition of 100 black women,NATIONAL EDUCATION ASSOCIATION,0,0
1480,coalition of 100 black women,san francisco aids foundation,0,0
1481,coalition of 100 black women,"american ethicare, inc",0,0
1482,coalition of 100 black women,pepsi bottling group inc,0,0
1483,coalition of 100 black women,califoria teachers association,0,0
1484,coalition of 100 black women,agua claiente band of cahuilla indians,0,0
1485,coalition of 100 black women,agua caliente band of cahuilla indians,0,0
1486,coalition of 100 black women,planned parenthood federation of america inc,0,0
1487,coalition of 100 black women,sheet metal workers international assoc pal,0,0
1488,coalition of 100 black women,coalition of 100 black women,1,1
1489,coalition of 100 black women,pifizer inc,0,0
1490,coalition of 100 black women,national education association,0,0
1491,coalition of 100 black women,national association for the advancement of colored people legal defense and educational fund inc,0,0
1492,coalition of 100 black women,sheet metal workers international association,0,0
1493,coalition of 100 black women,california teachers assoc,0,0
1494,coalition of 100 black women,national association of independent insurance,0,0
1495,coalition of 100 black women,trout unlimited bellevue-issaquah chapte,0,0
1496,coalition of 100 black women,the augusta chronicle,0,0
1497,coalition of 100 black women,national association of independent insurers,0,0
1498,coalition of 100 black women,california bankers assoc,0,0
1499,coalition of 100 black women,american consulting engineers council,0,0
1500,coalition of 100 black women,cadwalader wickersham  taft,0,0
1501,coalition of 100 black women,NATIONAL ASSOCIATION OF SOCIAL WORKERS,0,0
1502,coalition of 100 black women,american civil liberties union,0,0
1503,coalition of 100 black women,vietnam veterns of america,0,0
1504,coalition of 100 black women,georgia real estate investors association inc,0,0
1505,coalition of 100 black women,campaign for tobacco free kids,0,0
1506,coalition of 100 black women,att services inc,0,0
1507,coalition of 100 black women,"the pepsi bottling group, inc",0,0
1508,coalition of 100 black women,national association for the advancement of colored people,0,0
1509,coalition of 100 black women,american consulting engineers coun,0,0
1510,coalition of 100 black women,naral pro choice oregon,0,0
1511,coalition of 100 black women,augusta chronicle,0,0
1512,coalition of 100 black women,winstar communications inc,0,0
1513,coalition of 100 black women,national association of chairug stores,0,0
1514,coalition of 100 black women,at&t services inc,0,0
